,bt,km,ownerNo,oem,model,Insurance Validity,Fuel Type,Transmission,Mileage,Engine,Torque,Engine and Transmission,Displacement,No of Cylinder,Values per Cylinder,Dimensions & Capacity,Length,Width,Height,Seating Capacity,Turning Radius,Top Speed,No Door Numbers,Wheel Size,Alloy Wheel Size,City,bhp,rpm,Reg_age,price_in_lakhs
8071,SUV,76165,1,Maruti,Maruti Vitara Brezza,Comprehensive,Diesel,Manual,24.3,1248,200.0,12.0,1248,4.0,4.0,6.0,3995,1790,1640,5,52,172.0,5,16.0,16.0,Kolkata,885.0,4000.0,8,5.5
8072,Hatchback,27047,1,Hyundai,Hyundai Grand i10 Nios,Comprehensive,Petrol,Manual,20.7,1197,113.8,8.0,1197,4.0,4.0,5.0,3805,1680,1520,5,53,165.0,5,14.0,14.0,Kolkata,8186.0,6000.0,4,5.74
8073,Sedan,35538,1,Maruti,Maruti Swift Dzire,Comprehensive,Petrol,Automatic,21.21,1197,113.0,11.0,1197,4.0,4.0,8.0,3995,1735,1515,5,48,165.0,4,15.0,15.0,Kolkata,8180.0,6000.0,7,5.22
8074,SUV,8700,1,Kia,Kia Seltos,Comprehensive,Diesel,Automatic,18.9,1497,250.0,9.0,1497,4.0,4.0,5.0,4315,1800,1645,5,53,165.0,5,16.0,16.0,Kolkata,11343.0,113.0,1,14.0
8075,Hatchback,76293,1,Maruti,Maruti Swift,Comprehensive,Petrol,Manual,22.0,1197,113.0,11.0,1197,4.0,4.0,8.0,3840,1735,1530,5,48,165.0,5,15.0,15.0,Kolkata,8180.0,6000.0,8,3.99
8076,Hatchback,34000,1,Datsun,Datsun GO,Comprehensive,Petrol,Manual,20.63,1198,104.0,11.0,1198,3.0,4.0,7.0,3785,1635,1490,5,46,150.0,5,16.0,16.0,Kolkata,67.0,5000.0,6,1.85
8077,Sedan,12113,1,Honda,Honda City,Comprehensive,Petrol,Automatic,18.3,1498,145.0,8.0,1498,4.0,4.0,8.0,4549,1748,1489,5,53,165.0,4,16.0,16.0,Kolkata,11935.0,119.0,2,12.99
8078,SUV,87172,1,Hyundai,Hyundai Creta,Comprehensive,Petrol,Manual,15.8,1591,151.0,11.0,1591,4.0,4.0,6.0,4270,1780,1665,5,53,165.0,5,17.0,17.0,Kolkata,1213.0,121.0,6,8.28
8079,Hatchback,20000,1,Maruti,Maruti Alto,Third Party insurance,Petrol,Manual,18.9,1061,62.0,12.0,1061,3.0,4.0,8.0,3495,1475,1460,5,46,137.0,5,12.0,12.0,Kolkata,47.0,200.0,3,3.0
8080,Sedan,55000,1,Honda,Honda City,Third Party insurance,Diesel,Manual,26.0,1498,200.0,13.0,1498,4.0,4.0,7.0,4440,1695,1495,5,53,190.0,4,15.0,15.0,Kolkata,986.0,3600.0,10,3.95
8081,Hatchback,51321,1,Hyundai,Hyundai i20,Comprehensive,Diesel,Manual,21.9,1396,219.7,11.0,1396,4.0,4.0,7.0,3995,1710,1505,5,52,165.0,5,14.0,14.0,Kolkata,888.0,4000.0,11,2.8
8082,SUV,29781,1,Land Rover,Land Rover Range Rover Evoque,Comprehensive,Petrol,Automatic,15.68,1997,340.0,11.0,1997,4.0,4.0,8.0,4360,2120,1635,5,565,195.0,5,18.0,18.0,Kolkata,23736.0,237.0,5,48.99
8083,SUV,15400,0,Skoda,Skoda Kushaq,Third Party insurance,Petrol,Manual,19.2,999,178.0,9.0,999,3.0,4.0,7.0,4225,1760,1612,5,53,165.0,5,17.0,17.0,Kolkata,11398.0,113.0,2,12.5
8084,SUV,21000,2,Ford,Ford Ecosport,Comprehensive,Diesel,Manual,21.7,1498,215.0,13.0,1498,4.0,4.0,6.0,3998,1765,1647,5,53,165.0,5,16.0,16.0,Kolkata,9896.0,3750.0,3,8.99
8085,SUV,34000,1,Hyundai,Hyundai Creta,Third Party insurance,Diesel,Manual,20.5,1582,259.87,11.0,1582,4.0,4.0,6.0,4270,1780,1665,5,53,165.0,5,17.0,17.0,Kolkata,1262.0,126.0,5,8.5
8086,SUV,19000,1,MG,MG Gloster,Third Party insurance,Diesel,Automatic,12.4,1996,480.0,8.0,1996,4.0,4.0,5.0,4985,1926,1867,6,53,165.0,5,19.0,19.0,Kolkata,21501.0,215.0,3,32.0
8087,Hatchback,65595,1,Hyundai,Hyundai EON,Comprehensive,Petrol,Manual,21.1,814,74.5,11.0,814,3.0,3.0,7.0,3495,1550,1500,5,46,135.0,5,16.0,16.0,Kolkata,552.0,5500.0,9,2.46
8088,SUV,10000,1,Ford,Ford Ecosport,Third Party insurance,Diesel,Manual,22.7,1498,204.0,13.0,1498,4.0,2.0,8.0,3999,1765,1708,5,53,182.0,5,16.0,16.0,Kolkata,8984.0,3750.0,10,4.8
8089,SUV,51441,1,Mahindra,Mahindra XUV500,Comprehensive,Diesel,Manual,15.1,2179,360.0,12.0,2179,4.0,4.0,8.0,4585,1890,1785,7,56,165.0,5,16.0,16.0,Kolkata,15287.0,152.0,6,11.21
8090,SUV,70057,3,Ford,Ford Ecosport,Comprehensive,Diesel,Manual,22.7,1498,204.0,13.0,1498,4.0,2.0,8.0,3999,1765,1708,5,53,182.0,5,16.0,16.0,Kolkata,8984.0,3750.0,10,4.19
8091,SUV,14000,1,Kia,Kia Seltos,Third Party,Petrol,Manual,16.8,1497,144.0,9.0,1497,4.0,4.0,5.0,4315,1800,1645,5,53,165.0,5,16.0,16.0,Kolkata,11343.0,113.0,4,10.5
8092,Sedan,35984,1,Skoda,Skoda Rapid,Comprehensive,Petrol,Manual,18.97,999,175.0,11.0,999,3.0,4.0,7.0,4413,1699,1466,5,53,165.0,4,15.0,15.0,Kolkata,10862.0,108.0,4,7.34
8093,SUV,80443,1,Renault,Renault Captur,Comprehensive,Diesel,Manual,20.37,1461,240.0,11.0,1461,4.0,4.0,6.0,4329,1813,1626,5,52,165.0,5,16.0,16.0,Kolkata,10845.0,108.0,6,5.65
8094,MUV,150000,2,Toyota,Toyota Innova,Third Party insurance,Diesel,Manual,12.8,2494,20.4,11.0,2494,4.0,4.0,8.0,4580,1770,1755,8,54,151.0,5,15.0,15.0,Kolkata,102.0,102.0,16,2.0
8095,SUV,87893,2,Mahindra,Mahindra XUV500,Comprehensive,Diesel,Manual,15.1,2179,330.0,11.0,2179,4.0,4.0,6.0,4585,1890,1785,7,56,175.0,5,17.0,17.0,Kolkata,140.0,140.0,10,6.29
8096,Hatchback,120000,2,Maruti,Maruti Wagon R,Third Party insurance,LPG,Manual,17.3,1061,7.8,12.0,1061,4.0,4.0,8.0,3520,1475,1660,5,46,154.0,5,13.0,13.0,Kolkata,575.0,0.0,15,650.0
8097,Hatchback,49441,1,Hyundai,Hyundai i20 Active,Comprehensive,Diesel,Manual,21.19,1396,220.0,11.0,1396,4.0,4.0,5.0,3995,1760,1555,5,52,165.0,5,16.0,16.0,Kolkata,8873.0,4000.0,9,5.19
8098,SUV,6015,1,MG,MG Astor,Comprehensive,Petrol,Automatic,14.34,1349,220.0,8.0,1349,3.0,4.0,5.0,4323,1809,1650,5,53,165.0,5,17.0,17.0,Kolkata,13808.0,138.0,2,16.07
8099,SUV,30908,2,Hyundai,Hyundai Creta,Comprehensive,Petrol,Manual,18.9,1497,143.8,10.0,1497,4.0,4.0,5.0,4300,1790,1635,5,53,165.0,5,17.0,17.0,Kolkata,11318.0,113.0,3,13.0
8100,SUV,34441,1,Jeep,Jeep Compass,Third Party insurance,Diesel,Manual,17.1,1956,350.0,11.0,1956,4.0,4.0,5.0,4395,1818,1640,5,53,165.0,5,17.0,17.0,Kolkata,170.0,170.0,7,11.0
8101,SUV,74000,1,Honda,Honda CR-V,Third Party insurance,Petrol,Manual,14.0,1997,113.0,4.0,1997,4.0,4.0,2.0,3995,1695,1505,5,53,165.0,5,17.0,17.0,Kolkata,8180.0,6000.0,14,2.0
8102,MUV,30000,1,Maruti,Maruti Ertiga,Third Party insurance,Petrol,Manual,19.34,1462,138.0,13.0,1462,4.0,4.0,8.0,4395,1735,1690,7,52,165.0,5,16.0,16.0,Kolkata,103.0,103.0,5,8.5
8103,SUV,68000,1,Audi,Audi Q3,Third Party insurance,Diesel,Automatic,15.73,1968,380.0,11.0,1968,4.0,4.0,8.0,4385,2019,1608,5,59,212.0,5,16.0,16.0,Kolkata,17433.0,174.0,10,10.0
8104,Hatchback,55000,1,Ford,Ford Figo,Third Party insurance,Petrol,Manual,15.6,1196,102.0,11.0,1196,4.0,4.0,5.0,3795,1680,1427,5,49,165.0,5,16.0,16.0,Kolkata,7002.0,6250.0,10,1.5
8105,Hatchback,37000,1,Hyundai,Hyundai i10,Comprehensive,Petrol,Manual,20.36,1197,111.8,13.0,1197,4.0,4.0,7.0,3585,1595,1550,5,53,165.0,4,13.0,13.0,Kolkata,789.0,6000.0,10,2.39
8106,MUV,40000,1,Datsun,Datsun GO Plus,Third Party insurance,Petrol,Manual,20.62,1198,104.0,11.0,1198,3.0,4.0,7.0,3995,1635,1490,7,46,145.0,5,16.0,16.0,Kolkata,67.0,5000.0,8,2.8
8107,SUV,40300,1,Jeep,Jeep Compass,Third Party insurance,Diesel,Automatic,14.9,1956,350.0,8.0,1956,4.0,4.0,5.0,4405,1818,1640,5,53,160.21,5,18.0,18.0,Kolkata,16767.0,167.0,3,20.5
8108,MUV,125000,1,Toyota,Toyota Innova,Third Party insurance,Diesel,Manual,12.8,2494,20.4,11.0,2494,4.0,4.0,8.0,4580,1770,1755,8,54,151.0,5,15.0,15.0,Kolkata,102.0,102.0,13,4.5
8109,Hatchback,43317,1,Maruti,Maruti Alto 800,Comprehensive,Petrol,Manual,22.05,796,69.0,7.0,796,3.0,4.0,8.0,3445,1515,1475,5,46,165.0,5,16.0,16.0,Kolkata,4733.0,6000.0,4,3.16
8110,Hatchback,21298,1,Maruti,Maruti Alto 800,Comprehensive,Petrol,Manual,22.05,796,69.0,7.0,796,3.0,4.0,8.0,3445,1515,1475,5,46,165.0,5,16.0,16.0,Kolkata,4733.0,6000.0,4,3.36
8111,SUV,10000,1,Tata,Tata Nexon EV,Third Party insurance,Electric,Automatic,18.9,0,245.0,4.0,0,4.0,4.0,5.0,3993,1811,1606,5,51,165.0,5,16.0,16.0,Kolkata,127.0,127.0,1,16.0
8112,SUV,33393,1,Honda,Honda WR-V,Comprehensive,Petrol,Manual,16.5,1199,110.0,8.0,1199,4.0,4.0,5.0,3999,1734,1601,5,53,165.0,5,16.0,16.0,Kolkata,8850.0,6000.0,4,6.87
8113,Hatchback,34622,1,Hyundai,Hyundai Grand i10,Comprehensive,Diesel,Manual,24.0,1120,160.0,11.0,1120,3.0,4.0,7.0,3765,1660,1520,5,48,157.0,5,16.0,16.0,Kolkata,70.0,4000.0,10,3.27
8114,Hatchback,21166,1,Maruti,Maruti Eeco,Comprehensive,Petrol,Manual,19.71,1197,104.4,7.0,1197,4.0,4.0,7.0,3675,1475,1825,5,45,165.0,5,16.0,16.0,Kolkata,7965.0,6000.0,5,3.95
8115,SUV,126254,1,Hyundai,Hyundai Creta,Comprehensive,Diesel,Automatic,17.6,1582,259.87,11.0,1582,4.0,4.0,6.0,4270,1780,1665,5,53,165.0,5,17.0,17.0,Kolkata,1262.0,126.0,5,8.95
8116,Convertibles,31828,3,Jaguar,Jaguar F-TYPE,Comprehensive,Petrol,Automatic,15.15,2995,460.0,12.0,2995,6.0,4.0,8.0,4470,2042,1308,2,545,275.0,2,19.0,19.0,Kolkata,3755.0,375.0,10,64.0
8117,Hatchback,43595,1,Datsun,Datsun GO,Comprehensive,Petrol,Manual,20.63,1198,104.0,11.0,1198,3.0,4.0,7.0,3785,1635,1490,5,46,150.0,5,16.0,16.0,Kolkata,67.0,5000.0,8,2.74
8118,Sedan,22276,1,Maruti,Maruti Ciaz,Comprehensive,Petrol,Manual,20.73,1373,130.0,13.0,1373,4.0,4.0,8.0,4490,1730,1485,5,54,190.0,4,15.0,15.0,Kolkata,911.0,6000.0,9,4.2
8119,Sedan,10000,1,Tata,Tata Tigor EV,Third Party insurance,Electric,Automatic,18.9,0,170.0,4.0,0,4.0,4.0,5.0,3993,1677,1532,5,51,165.0,4,16.0,16.0,Kolkata,7375.0,73.75,1,13.5
8120,Minivans,100000,3,Maruti,Maruti Eeco,Third Party insurance,Petrol,Manual,15.37,1196,101.0,12.0,1196,4.0,4.0,8.0,3675,1475,1800,7,45,145.0,5,16.0,16.0,Kolkata,73.0,6000.0,14,1.5
8121,Minivans,60000,3,Maruti,Maruti Eeco,Third Party insurance,Petrol,Manual,15.37,1196,101.0,12.0,1196,4.0,4.0,8.0,3675,1475,1800,7,45,145.0,5,16.0,16.0,Kolkata,73.0,6000.0,14,1.4
8122,Hatchback,10415,1,Hyundai,Hyundai i10,Comprehensive,Petrol,Manual,20.36,1197,111.8,13.0,1197,4.0,4.0,7.0,3585,1595,1550,5,53,165.0,4,13.0,13.0,Kolkata,789.0,6000.0,8,2.9
8123,Minivans,20000,1,Maruti,Maruti Eeco,Third Party insurance,Petrol,Manual,15.37,1196,101.0,12.0,1196,4.0,4.0,8.0,3675,1475,1800,5,45,145.0,5,16.0,16.0,Kolkata,73.0,6000.0,11,1.6
8124,SUV,10000,2,Tata,Tata Punch,Third Party insurance,Petrol,Manual,20.09,1199,115.0,7.0,1199,3.0,4.0,4.0,3827,1742,1615,5,53,165.0,5,16.0,16.0,Kolkata,8663.0,6000.0,2,5.9
8125,SUV,60000,1,Toyota,Toyota Fortuner Legender,Third Party insurance,Diesel,Automatic,18.9,2755,500.0,10.0,2755,4.0,4.0,6.0,4795,1855,1835,7,58,165.0,5,18.0,18.0,Kolkata,20115.0,201.0,3,36.0
8126,Hatchback,30000,2,Maruti,Maruti Alto 800,Third Party insurance,Petrol,Manual,24.7,796,69.0,11.0,796,3.0,4.0,8.0,3430,1490,1475,5,46,140.0,5,16.0,16.0,Kolkata,473.0,6000.0,17,280.0
8127,Hatchback,60000,1,Maruti,Maruti Wagon R,Third Party insurance,Petrol,Manual,18.9,998,90.0,10.0,998,3.0,4.0,8.0,3595,1475,1700,5,46,165.0,4,13.0,13.0,Kolkata,671.0,6200.0,19,400.0
8128,Hatchback,90000,1,Hyundai,Hyundai Grand i10,Third Party insurance,Petrol,Manual,18.9,1197,114.0,11.0,1197,4.0,4.0,7.0,3765,1660,1520,5,48,165.0,5,16.0,16.0,Kolkata,82.0,6000.0,8,4.0
8129,SUV,42015,1,Honda,Honda WR-V,Comprehensive,Diesel,Manual,25.5,1498,200.0,11.0,1498,4.0,4.0,5.0,3999,1734,1601,5,53,176.0,5,16.0,16.0,Kolkata,986.0,3600.0,5,7.87
8130,Sedan,72456,1,Toyota,Toyota Corolla Altis,Comprehensive,Diesel,Manual,21.43,1364,205.0,11.0,1364,4.0,4.0,8.0,4620,1775,1475,5,54,170.0,4,16.0,16.0,Kolkata,8679.0,3800.0,6,8.99
8131,Sedan,60000,1,Mahindra Renault,Mahindra Renault Logan,Third Party insurance,Diesel,Manual,19.2,1461,16.0,13.0,1461,4.0,2.0,7.0,4247,1740,1534,5,525,148.33,4,14.0,14.0,Kolkata,65.0,0.0,15,1.25
8132,Hatchback,116032,1,Maruti,Maruti Ritz,Comprehensive,Diesel,Manual,23.2,1248,190.0,11.0,1248,4.0,4.0,8.0,3775,1680,1620,5,47,163.0,5,16.0,16.0,Kolkata,7394.0,4000.0,10,2.68
8133,Sedan,30000,1,Volkswagen,Volkswagen Vento,Third Party insurance,Diesel,Manual,20.34,1498,250.0,12.0,1498,4.0,4.0,8.0,4384,1699,1466,5,54,186.0,4,15.0,15.0,Kolkata,1032.0,103.0,10,3.4
8134,SUV,40000,1,Ford,Ford Endeavour,Third Party insurance,Diesel,Automatic,10.91,3198,470.0,11.0,3198,4.0,4.0,7.0,4892,1860,1837,7,53,160.2,5,18.0,18.0,Kolkata,197.0,197.0,5,28.0
8135,Hatchback,40000,2,Tata,Tata Tiago,Third Party insurance,Petrol,Manual,23.84,1199,114.0,13.0,1199,3.0,4.0,7.0,3746,1647,1535,5,49,150.0,5,16.0,16.0,Kolkata,84.0,6000.0,7,2.65
8136,Hatchback,40000,2,Tata,Tata Tiago,Third Party insurance,Diesel,Manual,27.28,1047,140.0,13.0,1047,3.0,4.0,7.0,3746,1647,1535,5,49,150.0,5,16.0,16.0,Kolkata,69.0,4000.0,7,2.65
8137,SUV,51000,1,Mahindra,Mahindra XUV500,Third Party insurance,Diesel,Manual,16.0,1997,320.0,11.0,1997,4.0,4.0,6.0,4585,1890,1785,7,56,185.0,5,17.0,17.0,Kolkata,140.0,140.0,8,7.0
8138,Hatchback,30000,1,Hyundai,Hyundai Grand i10,Third Party insurance,Petrol,Manual,18.9,1197,113.75,11.0,1197,4.0,4.0,7.0,3765,1660,1520,5,48,165.0,5,14.0,14.0,Kolkata,8186.0,6000.0,7,4.5
8139,MUV,15885,1,Maruti,Maruti Ertiga,Comprehensive,Petrol,Manual,19.01,1462,138.0,13.0,1462,4.0,4.0,8.0,4395,1735,1690,7,52,165.0,5,16.0,16.0,Kolkata,10326.0,103.0,3,9.5
8140,SUV,65000,1,Renault,Renault Duster,Third Party insurance,Diesel,Manual,20.45,1461,200.0,11.0,1461,4.0,4.0,8.0,4315,1822,1695,5,52,165.0,5,16.0,16.0,Kolkata,838.0,3750.0,11,2.0
8141,Sedan,10000,1,Audi,Audi A3,Third Party insurance,Petrol,Automatic,19.8,1395,250.0,11.0,1395,4.0,4.0,8.0,4456,1960,1416,5,535,250.0,4,16.0,16.0,Kolkata,150.0,150.0,6,18.0
8142,Hatchback,20000,1,Hyundai,Hyundai EON,Third Party insurance,Petrol,Manual,21.1,814,74.5,11.0,814,3.0,3.0,7.0,3495,1550,1500,5,46,135.0,5,16.0,16.0,Kolkata,552.0,5500.0,7,1.6
8143,Sedan,70000,2,BMW,BMW 3 Series,Third Party insurance,Diesel,Automatic,18.88,1995,380.0,11.0,1995,4.0,4.0,7.0,4624,2031,1429,5,55,235.0,4,17.0,17.0,Kolkata,184.0,184.0,9,10.0
8144,SUV,50000,1,Ford,Ford Endeavour,Third Party insurance,Diesel,Automatic,12.62,2198,385.0,11.0,2198,4.0,4.0,7.0,4892,1860,1837,7,53,165.0,5,18.0,18.0,Kolkata,158.0,158.0,8,17.0
8145,SUV,53000,1,Mahindra,Mahindra XUV500,Third Party insurance,Diesel,Manual,15.1,2179,330.0,11.0,2179,4.0,4.0,6.0,4585,1890,1785,7,56,175.0,5,17.0,17.0,Kolkata,140.0,140.0,10,5.0
8146,Sedan,10000,1,Honda,Honda City,Third Party insurance,Petrol,Automatic,18.3,1498,145.0,8.0,1498,4.0,4.0,8.0,4549,1748,1489,5,53,165.0,4,16.0,16.0,Kolkata,11935.0,119.0,3,12.2
8147,Hatchback,20000,1,Tata,Tata Tiago,Third Party insurance,Petrol,Manual,20.09,1199,113.0,7.0,1199,3.0,4.0,5.0,3765,1677,1535,5,53,165.0,5,16.0,16.0,Kolkata,8482.0,6000.0,4,4.37
8148,MUV,33000,1,Kia,Kia Carens,Third Party insurance,Petrol,Manual,16.2,1353,242.0,9.0,1353,4.0,4.0,5.0,4540,1800,1708,7,53,165.0,5,16.0,16.0,Kolkata,13805.0,138.0,2,12.0
8149,Sedan,60000,3,Honda,Honda Civic,Third Party insurance,Petrol,Automatic,12.9,1799,172.0,13.0,1799,4.0,4.0,5.0,4545,1750,1450,5,54,195.0,4,15.0,15.0,Kolkata,130.0,130.0,16,1.5
8150,Sedan,20000,3,BMW,BMW 3 Series,Third Party insurance,Petrol,Automatic,12.05,1995,200.0,11.0,1995,4.0,4.0,8.0,4531,1817,1421,5,53,215.0,4,16.0,16.0,Kolkata,154.0,154.0,14,4.0
8151,Minivans,20000,1,Maruti,Maruti Eeco,Third Party insurance,Petrol,Manual,16.11,1196,98.0,7.0,1196,4.0,4.0,7.0,3675,1475,1825,7,45,165.0,5,16.0,16.0,Kolkata,7241.0,6000.0,3,4.2
8152,Hatchback,20000,2,Hyundai,Hyundai Grand i10,Third Party insurance,Petrol,Manual,18.9,1197,114.0,11.0,1197,4.0,4.0,7.0,3765,1660,1520,5,48,165.0,5,14.0,14.0,Kolkata,82.0,6000.0,11,1.9
8153,Minivans,50000,3,Maruti,Maruti Eeco,Third Party insurance,Petrol,Manual,15.37,1196,101.0,12.0,1196,4.0,4.0,8.0,3675,1475,1800,7,45,145.0,5,16.0,16.0,Kolkata,73.0,6000.0,14,1.75
8154,Minivans,50000,3,Maruti,Maruti Eeco,Third Party insurance,Petrol,Manual,15.37,1196,101.0,12.0,1196,4.0,4.0,8.0,3675,1475,1800,7,45,145.0,5,16.0,16.0,Kolkata,73.0,6000.0,14,1.75
8155,MUV,30000,1,Renault,Renault Triber,Third Party insurance,Petrol,Manual,20.0,999,96.0,7.0,999,3.0,4.0,6.0,3991,1739,1643,7,53,165.0,5,16.0,16.0,Kolkata,7101.0,6250.0,4,5.5
8156,SUV,10000,1,Mahindra,Mahindra Thar,Third Party insurance,Petrol,Manual,15.2,1997,300.0,8.0,1997,4.0,4.0,7.0,3985,1855,1844,4,53,165.0,3,18.0,18.0,Kolkata,150.0,150.0,2,14.0
8157,SUV,120000,4,Mahindra,Mahindra Scorpio,Third Party insurance,Diesel,Manual,10.5,2609,290.0,12.0,2609,4.0,4.0,6.0,4430,1817,1975,7,56,152.0,5,16.0,16.0,Kolkata,120.0,120.0,17,1.2
8158,Hatchback,40000,1,Hyundai,Hyundai Grand i10 Nios,Third Party insurance,Petrol,Manual,20.7,1197,113.8,8.0,1197,4.0,4.0,5.0,3805,1680,1520,5,53,165.0,5,15.0,15.0,Kolkata,8186.0,6000.0,3,6.5
8159,Hatchback,10000,1,Hyundai,Hyundai i20,Third Party insurance,Petrol,Manual,18.6,1197,117.0,11.0,1197,4.0,4.0,7.0,3985,1734,1505,5,52,170.0,5,15.0,15.0,Kolkata,8186.0,6000.0,5,6.0
8160,Hatchback,28689,1,Maruti,Maruti Celerio X,Comprehensive,Petrol,Automatic,21.63,998,90.0,10.0,998,3.0,4.0,8.0,3715,1635,1565,5,47,165.0,5,16.0,16.0,Kolkata,67.0,6000.0,5,4.5
8161,Convertibles,42719,3,Mercedes-Benz,Mercedes-Benz E-Class,Comprehensive,Petrol,Automatic,10.93,3498,355.0,10.0,3498,6.0,4.0,6.0,4868,2015,1393,2,56,250.0,2,17.0,17.0,Kolkata,272.0,272.0,11,27.5
8162,Hatchback,30000,1,Maruti,Maruti Alto,Third Party insurance,Petrol,Manual,19.7,796,62.0,12.0,796,3.0,4.0,8.0,3495,1475,1460,5,46,137.0,5,12.0,12.0,Kolkata,463.0,6200.0,20,450.0
8163,SUV,53700,1,Tata,Tata Nexon EV Prime,Comprehensive,Electric,Automatic,18.9,0,245.0,4.0,0,4.0,4.0,5.0,3993,1811,1606,5,51,165.0,5,16.0,16.0,Kolkata,127.0,127.0,4,12.2
8164,SUV,69150,1,Hyundai,Hyundai Creta,Comprehensive,Petrol,Manual,15.29,1591,151.0,11.0,1591,4.0,4.0,5.0,4270,1780,1630,5,53,165.0,5,16.0,16.0,Kolkata,1213.0,121.0,8,5.99
8165,SUV,65480,1,Mahindra,Mahindra Scorpio,Third Party insurance,Diesel,Manual,15.4,2523,200.0,11.0,2523,4.0,4.0,8.0,4456,1820,1930,9,54,150.0,5,16.0,16.0,Kolkata,75.0,3200.0,9,7.0
8166,Hatchback,42411,1,Hyundai,Hyundai i20,Comprehensive,Petrol,Manual,18.6,1197,114.7,11.0,1197,4.0,4.0,7.0,3985,1734,1505,5,52,170.0,5,16.0,16.0,Kolkata,8183.0,6000.0,6,5.5
8167,Sedan,72000,1,Honda,Honda City,Third Party insurance,Petrol,Manual,17.4,1497,145.0,13.0,1497,4.0,4.0,7.0,4440,1695,1495,5,53,195.0,4,15.0,15.0,Kolkata,1173.0,117.0,9,3.35
8168,SUV,31100,1,Tata,Tata Nexon EV Prime,Third Party insurance,Electric,Automatic,18.9,0,245.0,4.0,0,4.0,4.0,5.0,3993,1811,1606,5,51,165.0,5,16.0,16.0,Kolkata,127.0,127.0,4,12.75
8169,MUV,66000,1,Mahindra,Mahindra Xylo,Third Party insurance,Diesel,Manual,14.95,2489,218.0,11.0,2489,4.0,2.0,5.0,4520,1850,1880,7,55,144.0,5,16.0,16.0,Kolkata,937.0,3600.0,9,3.0
8170,SUV,26000,1,Tata,Tata Nexon EV Prime,Comprehensive,Electric,Automatic,18.9,0,245.0,4.0,0,4.0,4.0,5.0,3993,1811,1606,5,51,165.0,5,16.0,16.0,Kolkata,127.0,127.0,3,13.5
8171,Hatchback,11000,1,Renault,Renault KWID,Third Party,Petrol,Manual,23.01,999,91.0,11.0,999,3.0,4.0,6.0,3731,1579,1478,5,49,165.0,5,16.0,16.0,Kolkata,67.0,5500.0,5,3.5
8172,Sedan,23000,2,Honda,Honda City,Third Party,Petrol,Manual,17.8,1497,145.0,13.0,1497,4.0,4.0,7.0,4440,1695,1495,5,53,195.0,4,15.0,15.0,Kolkata,1173.0,117.0,8,4.75
8173,Hatchback,5000,1,Toyota,Toyota Glanza,Third Party,Petrol,Automatic,19.56,1197,113.0,8.0,1197,4.0,4.0,6.0,3995,1745,1510,5,49,165.0,5,16.0,16.0,Kolkata,8180.0,6000.0,3,7.65
8174,SUV,24000,1,Hyundai,Hyundai Creta,Third Party insurance,Petrol,Manual,18.9,1497,143.8,10.0,1497,4.0,4.0,5.0,4300,1790,1635,5,53,165.0,5,16.0,16.0,Kolkata,11318.0,113.0,3,11.5
8175,SUV,61901,1,Mercedes-Benz,Mercedes-Benz GLA Class,Comprehensive,Diesel,Automatic,17.9,2143,350.0,11.0,2143,4.0,4.0,8.0,4417,1804,1494,5,592,205.0,5,18.0,18.0,Kolkata,168.0,168.0,7,21.0
8176,Sedan,50000,1,Toyota,Toyota Corolla Altis,Third Party insurance,Petrol,Manual,14.53,1798,173.0,11.0,1798,4.0,4.0,7.0,4620,1776,1475,5,53,205.0,4,15.0,15.0,Kolkata,1381.0,138.0,14,2.5
8177,Hatchback,41232,1,Ford,Ford Figo,Comprehensive,Petrol,Manual,15.6,1196,102.0,11.0,1196,4.0,4.0,5.0,3795,1680,1427,5,49,148.0,5,14.0,14.0,Kolkata,70.0,6250.0,14,1.65
8178,Sedan,48277,1,Tata,Tata Tigor EV,Third Party insurance,Electric,Automatic,18.9,0,170.0,4.0,0,4.0,4.0,5.0,3993,1677,1532,5,51,165.0,4,16.0,16.0,Kolkata,7375.0,73.75,2,9.0
8179,Hatchback,37000,1,Maruti,Maruti Wagon R,Third Party insurance,Petrol,Automatic,20.51,998,90.0,11.0,998,3.0,4.0,8.0,3599,1495,1700,5,46,152.0,5,16.0,16.0,Kolkata,67.0,6000.0,7,3.5
8180,SUV,34689,1,Audi,Audi Q3,Comprehensive,Diesel,Automatic,15.17,1968,380.0,11.0,1968,4.0,4.0,8.0,4388,1831,1608,5,59,219.0,5,18.0,18.0,Kolkata,181.0,181.0,7,17.0
8181,SUV,32475,1,Hyundai,Hyundai Creta,Comprehensive,Petrol,Manual,15.8,1591,151.0,11.0,1591,4.0,4.0,6.0,4270,1780,1665,5,53,165.0,5,16.0,16.0,Kolkata,1213.0,121.0,5,8.0
8182,SUV,411,1,Volvo,Volvo XC40,Comprehensive,Petrol,Automatic,12.18,1969,300.0,6.0,1969,4.0,4.0,4.0,4440,1863,1652,5,53,180.0,5,18.0,18.0,Kolkata,197.0,197.0,1,44.5
8183,SUV,33004,1,Land Rover,Land Rover Discovery Sport,Comprehensive,Petrol,Automatic,12.81,1997,340.0,11.0,1997,4.0,4.0,7.0,4600,2173,1690,7,58,180.0,5,18.0,18.0,Kolkata,23736.0,237.0,5,40.5
